Timestamp,Time,,,,Kp,Ap,,even_index
2023 07 14,0,1.5,33432,33432.0625,3,15,1,TRUE
2023 07 14,6,7.5,33432.25,33432.3125,3.333,18,1,TRUE
2023 07 14,12,13.5,33432.5,33432.5625,2.667,12,1,TRUE
2023 07 14,18,19.5,33432.75,33432.8125,4.667,39,1,TRUE
2023 07 15,0,1.5,33433,33433.0625,2.667,12,1,TRUE
2023 07 15,6,7.5,33433.25,33433.3125,1,4,1,TRUE
2023 07 15,12,13.5,33433.5,33433.5625,2.333,9,1,TRUE
2023 07 15,18,19.5,33433.75,33433.8125,0.667,3,1,TRUE
2023 07 16,0,1.5,33434,33434.0625,0.667,3,1,TRUE
2023 07 16,6,7.5,33434.25,33434.3125,0.333,2,1,TRUE
2023 07 16,12,13.5,33434.5,33434.5625,0.667,3,1,TRUE
2023 07 16,18,19.5,33434.75,33434.8125,3.333,18,1,TRUE
2023 07 17,0,1.5,33435,33435.0625,2.667,12,1,TRUE
2023 07 17,6,7.5,33435.25,33435.3125,4,27,1,TRUE
2023 07 17,12,13.5,33435.5,33435.5625,3,15,1,TRUE
2023 07 17,18,19.5,33435.75,33435.8125,4.667,39,1,TRUE
2023 07 18,0,1.5,33436,33436.0625,4.333,32,1,TRUE
2023 07 18,6,7.5,33436.25,33436.3125,2,7,1,TRUE
2023 07 18,12,13.5,33436.5,33436.5625,3.333,18,1,TRUE
2023 07 18,18,19.5,33436.75,33436.8125,3.667,22,1,TRUE
2023 07 19,0,1.5,33437,33437.0625,0.667,3,1,TRUE
2023 07 19,6,7.5,33437.25,33437.3125,1.333,5,1,TRUE
2023 07 19,12,13.5,33437.5,33437.5625,1.333,5,1,TRUE
2023 07 19,18,19.5,33437.75,33437.8125,0.667,3,1,TRUE
2023 07 20,0,1.5,33438,33438.0625,0.667,3,1,TRUE
2023 07 20,6,7.5,33438.25,33438.3125,0.667,3,1,TRUE
2023 07 20,12,13.5,33438.5,33438.5625,1.333,5,1,TRUE
2023 07 20,18,19.5,33438.75,33438.8125,3.667,22,1,TRUE
2023 07 21,0,1.5,33439,33439.0625,2.333,9,1,TRUE
2023 07 21,6,7.5,33439.25,33439.3125,1.667,6,1,TRUE
2023 07 21,12,13.5,33439.5,33439.5625,1,4,1,TRUE
2023 07 21,18,19.5,33439.75,33439.8125,2.333,9,1,TRUE
2023 07 22,0,1.5,33440,33440.0625,3,15,1,TRUE
2023 07 22,6,7.5,33440.25,33440.3125,2.333,9,1,TRUE
2023 07 22,12,13.5,33440.5,33440.5625,1.667,6,1,TRUE
2023 07 22,18,19.5,33440.75,33440.8125,1,4,1,TRUE
2023 07 23,0,1.5,33441,33441.0625,0.333,2,1,TRUE
2023 07 23,6,7.5,33441.25,33441.3125,1.333,5,1,TRUE
2023 07 23,12,13.5,33441.5,33441.5625,1.667,6,1,TRUE
2023 07 23,18,19.5,33441.75,33441.8125,2.333,9,1,TRUE
2023 07 24,0,1.5,33442,33442.0625,2.333,9,1,TRUE
2023 07 24,6,7.5,33442.25,33442.3125,0.667,3,1,TRUE
2023 07 24,12,13.5,33442.5,33442.5625,1.667,6,1,TRUE
2023 07 24,18,19.5,33442.75,33442.8125,1.667,6,1,TRUE
2023 07 25,0,1.5,33443,33443.0625,1,4,1,TRUE
2023 07 25,6,7.5,33443.25,33443.3125,1.667,6,1,TRUE
2023 07 25,12,13.5,33443.5,33443.5625,2,7,1,TRUE
2023 07 25,18,19.5,33443.75,33443.8125,2.333,9,1,TRUE
2023 07 26,0,1.5,33444,33444.0625,3.333,18,1,TRUE
2023 07 26,6,7.5,33444.25,33444.3125,4,27,1,TRUE
2023 07 26,12,13.5,33444.5,33444.5625,3,15,1,TRUE
2023 07 26,18,19.5,33444.75,33444.8125,2.667,12,1,TRUE
2023 07 27,0,1.5,33445,33445.0625,2,7,1,TRUE
2023 07 27,6,7.5,33445.25,33445.3125,1.333,5,1,TRUE
2023 07 27,12,13.5,33445.5,33445.5625,1,4,1,TRUE
2023 07 27,18,19.5,33445.75,33445.8125,1.667,6,1,TRUE
2023 07 28,0,1.5,33446,33446.0625,0.333,2,1,TRUE
2023 07 28,6,7.5,33446.25,33446.3125,0.333,2,1,TRUE
2023 07 28,12,13.5,33446.5,33446.5625,2,7,1,TRUE
2023 07 28,18,19.5,33446.75,33446.8125,2.333,9,1,TRUE
2023 07 29,0,1.5,33447,33447.0625,2,7,1,TRUE
2023 07 29,6,7.5,33447.25,33447.3125,0.333,2,1,TRUE
2023 07 29,12,13.5,33447.5,33447.5625,3,15,1,TRUE
2023 07 29,18,19.5,33447.75,33447.8125,2.333,9,1,TRUE
2023 07 30,0,1.5,33448,33448.0625,0.667,3,1,TRUE
2023 07 30,6,7.5,33448.25,33448.3125,1.333,5,1,TRUE
2023 07 30,12,13.5,33448.5,33448.5625,2.667,12,1,TRUE
2023 07 30,18,19.5,33448.75,33448.8125,2,7,1,TRUE
2023 07 31,0,1.5,33449,33449.0625,1,4,1,TRUE
2023 07 31,6,7.5,33449.25,33449.3125,1.667,6,1,TRUE
2023 07 31,12,13.5,33449.5,33449.5625,2,7,1,TRUE
2023 07 31,18,19.5,33449.75,33449.8125,0.667,3,1,TRUE
2023 08 01,0,1.5,33450,33450.0625,2,7,1,TRUE
2023 08 01,6,7.5,33450.25,33450.3125,0.667,3,1,TRUE
2023 08 01,12,13.5,33450.5,33450.5625,3,15,1,TRUE
2023 08 01,18,19.5,33450.75,33450.8125,2.333,9,1,TRUE
2023 08 02,0,1.5,33451,33451.0625,1.667,6,1,TRUE
2023 08 02,6,7.5,33451.25,33451.3125,1,4,1,TRUE
2023 08 02,12,13.5,33451.5,33451.5625,4,27,1,TRUE
2023 08 02,18,19.5,33451.75,33451.8125,2,7,1,TRUE
2023 08 03,0,1.5,33452,33452.0625,1.333,5,1,TRUE
2023 08 03,6,7.5,33452.25,33452.3125,1.333,5,1,TRUE
2023 08 03,12,13.5,33452.5,33452.5625,1.667,6,1,TRUE
2023 08 03,18,19.5,33452.75,33452.8125,0.333,2,1,TRUE
2023 08 04,0,1.5,33453,33453.0625,0,0,1,TRUE
2023 08 04,6,7.5,33453.25,33453.3125,1.333,5,1,TRUE
2023 08 04,12,13.5,33453.5,33453.5625,2.667,12,1,TRUE
2023 08 04,18,19.5,33453.75,33453.8125,4,27,1,TRUE
2023 08 05,0,1.5,33454,33454.0625,5,48,1,TRUE
2023 08 05,6,7.5,33454.25,33454.3125,5.333,56,1,TRUE
2023 08 05,12,13.5,33454.5,33454.5625,3.333,18,1,TRUE
2023 08 05,18,19.5,33454.75,33454.8125,0.667,3,1,TRUE
2023 08 06,0,1.5,33455,33455.0625,0,0,1,TRUE
2023 08 06,6,7.5,33455.25,33455.3125,0,0,1,TRUE
2023 08 06,12,13.5,33455.5,33455.5625,0.333,2,1,TRUE
2023 08 06,18,19.5,33455.75,33455.8125,1,4,1,TRUE
2023 08 07,0,1.5,33456,33456.0625,3,15,1,TRUE
2023 08 07,6,7.5,33456.25,33456.3125,0.333,2,1,TRUE
2023 08 07,12,13.5,33456.5,33456.5625,2,7,1,TRUE
2023 08 07,18,19.5,33456.75,33456.8125,2.667,12,1,TRUE
2023 08 08,0,1.5,33457,33457.0625,4,27,1,TRUE
2023 08 08,6,7.5,33457.25,33457.3125,0.667,3,1,TRUE
2023 08 08,12,13.5,33457.5,33457.5625,1,4,1,TRUE
2023 08 08,18,19.5,33457.75,33457.8125,1.333,5,1,TRUE
2023 08 09,0,1.5,33458,33458.0625,1.667,6,1,TRUE
2023 08 09,6,7.5,33458.25,33458.3125,1.333,5,1,TRUE
2023 08 09,12,13.5,33458.5,33458.5625,2,7,1,TRUE
2023 08 09,18,19.5,33458.75,33458.8125,1.667,6,1,TRUE
2023 08 10,0,1.5,33459,33459.0625,1.667,6,1,TRUE
2023 08 10,6,7.5,33459.25,33459.3125,1,4,1,TRUE
2023 08 10,12,13.5,33459.5,33459.5625,1.333,5,1,TRUE
2023 08 10,18,19.5,33459.75,33459.8125,1.333,5,1,TRUE
2023 08 11,0,1.5,33460,33460.0625,1,4,1,TRUE
2023 08 11,6,7.5,33460.25,33460.3125,0.667,3,1,TRUE
2023 08 11,12,13.5,33460.5,33460.5625,1,4,1,TRUE
2023 08 11,18,19.5,33460.75,33460.8125,0.667,3,1,TRUE
2023 08 12,0,1.5,33461,33461.0625,1.667,6,1,TRUE
2023 08 12,6,7.5,33461.25,33461.3125,2,7,1,TRUE
2023 08 12,12,13.5,33461.5,33461.5625,1.333,5,1,TRUE
2023 08 12,18,19.5,33461.75,33461.8125,2,7,1,TRUE
2023 08 13,0,1.5,33462,33462.0625,2,7,1,TRUE
2023 08 13,6,7.5,33462.25,33462.3125,0.667,3,1,TRUE
2023 08 13,12,13.5,33462.5,33462.5625,1,4,1,TRUE
2023 08 13,18,19.5,33462.75,33462.8125,0.667,3,1,TRUE
2023 08 14,0,1.5,33463,33463.0625,1.333,5,1,TRUE
2023 08 14,6,7.5,33463.25,33463.3125,0.333,2,1,TRUE
2023 08 14,12,13.5,33463.5,33463.5625,1.333,5,1,TRUE
2023 08 14,18,19.5,33463.75,33463.8125,1.333,5,1,TRUE
2023 08 15,0,1.5,33464,33464.0625,0.333,2,1,TRUE
2023 08 15,6,7.5,33464.25,33464.3125,0.333,2,1,TRUE
2023 08 15,12,13.5,33464.5,33464.5625,1,4,1,TRUE
2023 08 15,18,19.5,33464.75,33464.8125,1,4,1,TRUE
2023 08 16,0,1.5,33465,33465.0625,1.667,6,1,TRUE
2023 08 16,6,7.5,33465.25,33465.3125,0.333,2,1,TRUE
2023 08 16,12,13.5,33465.5,33465.5625,2.667,12,1,TRUE
2023 08 16,18,19.5,33465.75,33465.8125,1.667,6,1,TRUE
2023 08 17,0,1.5,33466,33466.0625,2.333,9,1,TRUE
2023 08 17,6,7.5,33466.25,33466.3125,2,7,1,TRUE
2023 08 17,12,13.5,33466.5,33466.5625,1.667,6,1,TRUE
2023 08 17,18,19.5,33466.75,33466.8125,1.333,5,1,TRUE
2023 08 18,0,1.5,33467,33467.0625,2,7,1,TRUE
2023 08 18,6,7.5,33467.25,33467.3125,3,15,1,TRUE
2023 08 18,12,13.5,33467.5,33467.5625,1.333,5,1,TRUE
2023 08 18,18,19.5,33467.75,33467.8125,2.333,9,1,TRUE
2023 08 19,0,1.5,33468,33468.0625,2.333,9,1,TRUE
2023 08 19,6,7.5,33468.25,33468.3125,1,4,1,TRUE
2023 08 19,12,13.5,33468.5,33468.5625,1.333,5,1,TRUE
2023 08 19,18,19.5,33468.75,33468.8125,3,15,1,TRUE
2023 08 20,0,1.5,33469,33469.0625,3.333,18,1,TRUE
2023 08 20,6,7.5,33469.25,33469.3125,1.333,5,1,TRUE
2023 08 20,12,13.5,33469.5,33469.5625,1,4,1,TRUE
2023 08 20,18,19.5,33469.75,33469.8125,2,7,1,TRUE
2023 08 21,0,1.5,33470,33470.0625,2,7,1,TRUE
2023 08 21,6,7.5,33470.25,33470.3125,2.667,12,1,TRUE
2023 08 21,12,13.5,33470.5,33470.5625,2.667,12,1,TRUE
2023 08 21,18,19.5,33470.75,33470.8125,2,7,1,TRUE
2023 08 22,0,1.5,33471,33471.0625,2.333,9,1,TRUE
2023 08 22,6,7.5,33471.25,33471.3125,2,7,1,TRUE
2023 08 22,12,13.5,33471.5,33471.5625,1.333,5,1,TRUE
2023 08 22,18,19.5,33471.75,33471.8125,0.667,3,1,TRUE
2023 08 23,0,1.5,33472,33472.0625,1,4,1,TRUE
2023 08 23,6,7.5,33472.25,33472.3125,0.333,2,1,TRUE
2023 08 23,12,13.5,33472.5,33472.5625,0.333,2,1,TRUE
2023 08 23,18,19.5,33472.75,33472.8125,0.667,3,1,TRUE
2023 08 24,0,1.5,33473,33473.0625,0,0,1,TRUE
2023 08 24,6,7.5,33473.25,33473.3125,0.667,3,1,TRUE
2023 08 24,12,13.5,33473.5,33473.5625,1.667,6,1,TRUE
2023 08 24,18,19.5,33473.75,33473.8125,3,15,1,TRUE
2023 08 25,0,1.5,33474,33474.0625,2,7,1,TRUE
2023 08 25,6,7.5,33474.25,33474.3125,0.333,2,1,TRUE
2023 08 25,12,13.5,33474.5,33474.5625,1,4,1,TRUE
2023 08 25,18,19.5,33474.75,33474.8125,0.667,3,1,TRUE
2023 08 26,0,1.5,33475,33475.0625,1.333,5,1,TRUE
2023 08 26,6,7.5,33475.25,33475.3125,2,7,1,TRUE
2023 08 26,12,13.5,33475.5,33475.5625,1.667,6,1,TRUE
2023 08 26,18,19.5,33475.75,33475.8125,1.333,5,1,TRUE
2023 08 27,0,1.5,33476,33476.0625,3.333,18,1,TRUE
2023 08 27,6,7.5,33476.25,33476.3125,2.333,9,1,TRUE
2023 08 27,12,13.5,33476.5,33476.5625,1.667,6,1,TRUE
2023 08 27,18,19.5,33476.75,33476.8125,2.333,9,1,TRUE
2023 08 28,0,1.5,33477,33477.0625,1.333,5,1,TRUE
2023 08 28,6,7.5,33477.25,33477.3125,1.667,6,1,TRUE
2023 08 28,12,13.5,33477.5,33477.5625,1.333,5,1,TRUE
2023 08 28,18,19.5,33477.75,33477.8125,2,7,1,TRUE
2023 08 29,0,1.5,33478,33478.0625,0,0,1,TRUE
2023 08 29,6,7.5,33478.25,33478.3125,0.333,2,1,TRUE
2023 08 29,12,13.5,33478.5,33478.5625,2,7,1,TRUE
2023 08 29,18,19.5,33478.75,33478.8125,1,4,1,TRUE
2023 08 30,0,1.5,33479,33479.0625,2,7,1,TRUE
2023 08 30,6,7.5,33479.25,33479.3125,1,4,1,TRUE
2023 08 30,12,13.5,33479.5,33479.5625,2,7,1,TRUE
2023 08 30,18,19.5,33479.75,33479.8125,1.333,5,1,TRUE
2023 08 31,0,1.5,33480,33480.0625,0.667,3,1,TRUE
2023 08 31,6,7.5,33480.25,33480.3125,1.667,6,1,TRUE
2023 08 31,12,13.5,33480.5,33480.5625,1,4,1,TRUE
2023 08 31,18,19.5,33480.75,33480.8125,2,7,1,TRUE
2023 09 01,0,1.5,33481,33481.0625,2.667,12,1,TRUE
2023 09 01,6,7.5,33481.25,33481.3125,2.667,12,1,TRUE
2023 09 01,12,13.5,33481.5,33481.5625,3.333,18,1,TRUE
2023 09 01,18,19.5,33481.75,33481.8125,2.667,12,1,TRUE
2023 09 02,0,1.5,33482,33482.0625,3.333,18,1,TRUE
2023 09 02,6,7.5,33482.25,33482.3125,4.667,39,1,TRUE
2023 09 02,12,13.5,33482.5,33482.5625,5,48,1,TRUE
2023 09 02,18,19.5,33482.75,33482.8125,4.333,32,1,TRUE
2023 09 03,0,1.5,33483,33483.0625,5.333,56,1,TRUE
2023 09 03,6,7.5,33483.25,33483.3125,4.333,32,1,TRUE
2023 09 03,12,13.5,33483.5,33483.5625,3.333,18,1,TRUE
2023 09 03,18,19.5,33483.75,33483.8125,1.333,5,1,TRUE
2023 09 04,0,1.5,33484,33484.0625,2.667,12,1,TRUE
2023 09 04,6,7.5,33484.25,33484.3125,1,4,1,TRUE
2023 09 04,12,13.5,33484.5,33484.5625,1.333,5,1,TRUE
2023 09 04,18,19.5,33484.75,33484.8125,2,7,1,TRUE
2023 09 05,0,1.5,33485,33485.0625,0.667,3,1,TRUE
2023 09 05,6,7.5,33485.25,33485.3125,0.333,2,1,TRUE
2023 09 05,12,13.5,33485.5,33485.5625,1.667,6,1,TRUE
2023 09 05,18,19.5,33485.75,33485.8125,3.667,22,1,TRUE
2023 09 06,0,1.5,33486,33486.0625,1.667,6,1,TRUE
2023 09 06,6,7.5,33486.25,33486.3125,2,7,1,TRUE
2023 09 06,12,13.5,33486.5,33486.5625,3.333,18,1,TRUE
2023 09 06,18,19.5,33486.75,33486.8125,0.667,3,1,TRUE
2023 09 07,0,1.5,33487,33487.0625,2,7,1,TRUE
2023 09 07,6,7.5,33487.25,33487.3125,0.667,3,1,TRUE
2023 09 07,12,13.5,33487.5,33487.5625,1.667,6,1,TRUE
2023 09 07,18,19.5,33487.75,33487.8125,1.333,5,1,TRUE
2023 09 08,0,1.5,33488,33488.0625,2.667,12,1,TRUE
2023 09 08,6,7.5,33488.25,33488.3125,0,0,1,TRUE
2023 09 08,12,13.5,33488.5,33488.5625,1.333,5,1,TRUE
2023 09 08,18,19.5,33488.75,33488.8125,1.333,5,1,TRUE
2023 09 09,0,1.5,33489,33489.0625,2.667,12,1,TRUE
2023 09 09,6,7.5,33489.25,33489.3125,1.333,5,1,TRUE
2023 09 09,12,13.5,33489.5,33489.5625,2.667,12,1,TRUE
2023 09 09,18,19.5,33489.75,33489.8125,0.667,3,1,TRUE
2023 09 10,0,1.5,33490,33490.0625,1,4,1,TRUE
2023 09 10,6,7.5,33490.25,33490.3125,0,0,1,TRUE
2023 09 10,12,13.5,33490.5,33490.5625,0,0,1,TRUE
2023 09 10,18,19.5,33490.75,33490.8125,0.667,3,1,TRUE
2023 09 11,0,1.5,33491,33491.0625,1,4,1,TRUE
2023 09 11,6,7.5,33491.25,33491.3125,0.667,3,1,TRUE
2023 09 11,12,13.5,33491.5,33491.5625,1.667,6,1,TRUE
2023 09 11,18,19.5,33491.75,33491.8125,1.333,5,1,TRUE
2023 09 12,0,1.5,33492,33492.0625,0.667,3,1,TRUE
2023 09 12,6,7.5,33492.25,33492.3125,0.667,3,1,TRUE
2023 09 12,12,13.5,33492.5,33492.5625,5.333,56,1,TRUE
2023 09 12,18,19.5,33492.75,33492.8125,3.667,22,1,TRUE
2023 09 13,0,1.5,33493,33493.0625,4.667,39,1,TRUE
2023 09 13,6,7.5,33493.25,33493.3125,2.333,9,1,TRUE
2023 09 13,12,13.5,33493.5,33493.5625,2.667,12,1,TRUE
2023 09 13,18,19.5,33493.75,33493.8125,1.667,6,1,TRUE
2023 09 14,0,1.5,33494,33494.0625,4.333,32,1,TRUE
2023 09 14,6,7.5,33494.25,33494.3125,3,15,1,TRUE
2023 09 14,12,13.5,33494.5,33494.5625,1.667,6,1,TRUE
2023 09 14,18,19.5,33494.75,33494.8125,4,27,1,TRUE
2023 09 15,0,1.5,33495,33495.0625,2,7,1,TRUE
2023 09 15,6,7.5,33495.25,33495.3125,0.667,3,1,TRUE
2023 09 15,12,13.5,33495.5,33495.5625,1.667,6,1,TRUE
2023 09 15,18,19.5,33495.75,33495.8125,1.333,5,1,TRUE
2023 09 16,0,1.5,33496,33496.0625,1.333,5,1,TRUE
2023 09 16,6,7.5,33496.25,33496.3125,0.667,3,1,TRUE
2023 09 16,12,13.5,33496.5,33496.5625,0.333,2,1,TRUE
2023 09 16,18,19.5,33496.75,33496.8125,3,15,1,TRUE
2023 09 17,0,1.5,33497,33497.0625,3.333,18,1,TRUE
2023 09 17,6,7.5,33497.25,33497.3125,2.333,9,1,TRUE
2023 09 17,12,13.5,33497.5,33497.5625,2.667,12,1,TRUE
2023 09 17,18,19.5,33497.75,33497.8125,3.333,18,1,TRUE
2023 09 18,0,1.5,33498,33498.0625,4.333,32,1,TRUE
2023 09 18,6,7.5,33498.25,33498.3125,3,15,1,TRUE
2023 09 18,12,13.5,33498.5,33498.5625,4.667,39,1,TRUE
2023 09 18,18,19.5,33498.75,33498.8125,5,48,1,TRUE
2023 09 19,0,1.5,33499,33499.0625,5.333,56,1,TRUE
2023 09 19,6,7.5,33499.25,33499.3125,4.667,39,1,TRUE
2023 09 19,12,13.5,33499.5,33499.5625,6,80,1,TRUE
2023 09 19,18,19.5,33499.75,33499.8125,3.667,22,1,TRUE
2023 09 20,0,1.5,33500,33500.0625,3.667,22,1,TRUE
2023 09 20,6,7.5,33500.25,33500.3125,3.333,18,1,TRUE
2023 09 20,12,13.5,33500.5,33500.5625,2,7,1,TRUE
2023 09 20,18,19.5,33500.75,33500.8125,3,15,1,TRUE
2023 09 21,0,1.5,33501,33501.0625,2.333,9,1,TRUE
2023 09 21,6,7.5,33501.25,33501.3125,2,7,1,TRUE
2023 09 21,12,13.5,33501.5,33501.5625,2,7,1,TRUE
2023 09 21,18,19.5,33501.75,33501.8125,1.667,6,1,TRUE
2023 09 22,0,1.5,33502,33502.0625,1.667,6,1,TRUE
2023 09 22,6,7.5,33502.25,33502.3125,2,7,1,TRUE
2023 09 22,12,13.5,33502.5,33502.5625,2,7,1,TRUE
2023 09 22,18,19.5,33502.75,33502.8125,1.667,6,1,TRUE
2023 09 23,0,1.5,33503,33503.0625,2.667,12,1,TRUE
2023 09 23,6,7.5,33503.25,33503.3125,1.333,5,1,TRUE
2023 09 23,12,13.5,33503.5,33503.5625,2,7,1,TRUE
2023 09 23,18,19.5,33503.75,33503.8125,2,7,1,TRUE
2023 09 24,0,1.5,33504,33504.0625,2,7,1,TRUE
2023 09 24,6,7.5,33504.25,33504.3125,2,7,1,TRUE
2023 09 24,12,13.5,33504.5,33504.5625,1,4,1,TRUE
2023 09 24,18,19.5,33504.75,33504.8125,5.667,67,1,TRUE
2023 09 25,0,1.5,33505,33505.0625,5.333,56,1,TRUE
2023 09 25,6,7.5,33505.25,33505.3125,4,27,1,TRUE
2023 09 25,12,13.5,33505.5,33505.5625,3.333,18,1,TRUE
2023 09 25,18,19.5,33505.75,33505.8125,2.333,9,1,TRUE
2023 09 26,0,1.5,33506,33506.0625,3,15,1,TRUE
2023 09 26,6,7.5,33506.25,33506.3125,4.667,39,1,TRUE
2023 09 26,12,13.5,33506.5,33506.5625,5,48,1,TRUE
2023 09 26,18,19.5,33506.75,33506.8125,3.333,18,1,TRUE
2023 09 27,0,1.5,33507,33507.0625,3.667,22,1,TRUE
2023 09 27,6,7.5,33507.25,33507.3125,3.333,18,1,TRUE
2023 09 27,12,13.5,33507.5,33507.5625,2.667,12,1,TRUE
2023 09 27,18,19.5,33507.75,33507.8125,2,7,1,TRUE
2023 09 28,0,1.5,33508,33508.0625,1.667,6,1,TRUE
2023 09 28,6,7.5,33508.25,33508.3125,0.333,2,1,TRUE
2023 09 28,12,13.5,33508.5,33508.5625,0.667,3,1,TRUE
2023 09 28,18,19.5,33508.75,33508.8125,0,0,1,TRUE
2023 09 29,0,1.5,33509,33509.0625,2,7,1,TRUE
2023 09 29,6,7.5,33509.25,33509.3125,3.667,22,1,TRUE
2023 09 29,12,13.5,33509.5,33509.5625,2.667,12,1,TRUE
2023 09 29,18,19.5,33509.75,33509.8125,0.667,3,1,TRUE
2023 09 30,0,1.5,33510,33510.0625,1.333,5,1,TRUE
2023 09 30,6,7.5,33510.25,33510.3125,2.333,9,1,TRUE
2023 09 30,12,13.5,33510.5,33510.5625,2.333,9,1,TRUE
2023 09 30,18,19.5,33510.75,33510.8125,2.333,9,1,TRUE
2023 10 01,0,1.5,33511,33511.0625,3.667,22,0,TRUE
2023 10 01,6,7.5,33511.25,33511.3125,2,7,0,TRUE
2023 10 01,12,13.5,33511.5,33511.5625,1.667,6,0,TRUE
2023 10 01,18,19.5,33511.75,33511.8125,1.667,6,0,TRUE
2023 10 02,0,1.5,33512,33512.0625,3,15,0,TRUE
2023 10 02,6,7.5,33512.25,33512.3125,1,4,0,TRUE
2023 10 02,12,13.5,33512.5,33512.5625,1.667,6,0,TRUE
2023 10 02,18,19.5,33512.75,33512.8125,1.333,5,0,TRUE
2023 10 03,0,1.5,33513,33513.0625,1,4,0,TRUE
2023 10 03,6,7.5,33513.25,33513.3125,1.333,5,0,TRUE
2023 10 03,12,13.5,33513.5,33513.5625,2,7,0,TRUE
2023 10 03,18,19.5,33513.75,33513.8125,2,7,0,TRUE
2023 10 04,0,1.5,33514,33514.0625,3,15,0,TRUE
2023 10 04,6,7.5,33514.25,33514.3125,2.333,9,0,TRUE
2023 10 04,12,13.5,33514.5,33514.5625,1.667,6,0,TRUE
2023 10 04,18,19.5,33514.75,33514.8125,2,7,0,TRUE
